time,latitude,longitude,depth,mag,nst,gap,dmin,rms,net,id,place,horizontalError,magNst,locationSource
2020-02-12T08:55:12.410Z,35.8345,-117.6635,6.65,1.51,22,83,0.0568,0.17,ci,ci39299264,"24km N of Ridgecrest, CA",0.31,24,ci
2020-02-12T08:51:39.260Z,52.0618333,-176.117,4.26,1.41,7,98,0.0197,0.18,av,av62135901,"42km ENE of Adak, Alaska",0.47,7,av
2020-02-12T08:50:29.640Z,34.96766667,-97.69666667,7.86,1.91,63,41,0.096281106,0.51,ok,ok2020czkq,"17km NNW of Lindsay, Oklahoma",,25,ok
2020-02-12T08:47:26.650Z,36.0871667,-117.8421667,0.94,1.16,13,135,0.03204,0.09,ci,ci39299256,"11km ENE of Coso Junction, CA",0.22,15,ci
2020-02-12T08:40:06.926Z,63.0273,-151.5075,4,2.4,,,,0.67,ak,ak0201z93z69,"108km NW of Talkeetna, Alaska",,,ak
2020-02-12T08:38:54.540Z,19.2093333,-155.4395,35.7,1.75,31,187,0.04858,0.11,hv,hv71379882,"4km E of Pahala, Hawaii",0.81,13,hv
2020-02-12T08:37:41.630Z,36.0858333,-117.84,1.04,1.31,16,113,0.03389,0.1,ci,ci39299240,"11km ENE of Coso Junction, CA",0.19,20,ci
2020-02-12T08:37:27.292Z,63.5971,-147.5297,78.5,1.4,,,,0.49,ak,ak0201z93dnc,"74km ENE of Cantwell, Alaska",,,ak
2020-02-12T08:31:49.850Z,37.387,-118.8038333,18.53,1.2,13,155,0.1946,0.04,nc,nc73340050,"18km W of Round Valley, CA",0.67,10,nc
2020-02-12T08:28:11.316Z,60.397,-153.2304,10.9,1.5,,,,0.48,ak,ak0201z91ezv,"28km WSW of Redoubt Volcano, Alaska",,,ak
2020-02-12T08:26:14.497Z,63.5135,-147.2396,27.4,1.6,,,,0.68,ak,ak0201z90zt5,"86km E of Cantwell, Alaska",,,ak
2020-02-12T08:21:53.833Z,61.9351,-148.8933,15.9,1.3,,,,0.63,ak,ak0201z9009h,"15km N of Sutton-Alpine, Alaska",,,ak
2020-02-12T08:17:18.300Z,19.124,-67.5338,28,3.26,11,203,0.7416,0.47,pr,pr2020043008,"77km NW of San Antonio, Puerto Rico",2.89,4,pr
2020-02-12T08:10:40.890Z,36.0668333,-117.8495,1.61,1.35,15,124,0.05083,0.12,ci,ci39299232,"9km ENE of Coso Junction, CA",0.22,19,ci
2020-02-12T08:01:49.540Z,18.8121,-67.5983,22,4.3,11,194,0.4439,0.42,pr,pr2020043007,"63km NW of Aguadilla, Puerto Rico",3.62,4,pr
2020-02-12T08:00:31.070Z,48.5473333,-112.9526667,6.04,1.15,5,319,0.985,0.07,mb,mb80381519,"4km ESE of North Browning, Montana",3.33,3,mb
2020-02-12T07:44:22.260Z,36.0683333,-117.8498333,1.94,1.15,15,124,0.04931,0.08,ci,ci39299216,"9km ENE of Coso Junction, CA",0.16,17,ci
2020-02-12T07:41:13.535Z,18.6229,-101.5464,88.05,4.2,,167,1.062,1.14,us,us70007nnd,"9km E of Nuevo Churumuco, Mexico",9,176,us
2020-02-12T07:31:49.819Z,44.7702,-72.8167,3.88,1.7,,111,0.452,0.59,us,us70007p78,"15km S of Enosburg Falls, Vermont",1.6,10,us
2020-02-12T07:23:20.960Z,36.466,-121.033,2.48,1.55,25,94,0.0228,0.09,nc,nc73340035,"12km SE of Pinnacles, CA",0.31,17,nc
2020-02-12T07:22:03.200Z,52.069,-176.1238333,3.2,1.85,9,113,0.02008,0.25,av,av70870014,"42km ENE of Adak, Alaska",0.64,9,av
2020-02-12T07:17:35.720Z,19.1765003,-155.4615021,33.64,2.83,25,209,0.07979,0.13,hv,hv71379837,"3km SSE of Pahala, Hawaii",1.44,3,hv
2020-02-12T07:16:01.410Z,33.4878333,-116.788,6,1.5,62,32,0.02656,0.2,ci,ci39299192,"9km NE of Aguanga, CA",0.19,27,ci
2020-02-12T07:15:00.170Z,36.0666667,-117.8518333,2.2,1.76,24,93,0.05087,0.13,ci,ci39299184,"9km ENE of Coso Junction, CA",0.22,26,ci
2020-02-12T07:09:35.990Z,36.6186667,-121.216,7.65,1.56,28,161,0.05295,0.1,nc,nc73340025,"12km NW of Pinnacles, CA",0.36,23,nc
2020-02-12T06:54:26.257Z,60.7067,-152.1153,90.9,1.1,,,,0.21,ak,ak0201z805k1,"42km NE of Redoubt Volcano, Alaska",,,ak
2020-02-12T06:49:18.620Z,19.1911659,-155.4711609,32.77,1.79,38,148,0.03658,0.13,hv,hv71379797,"1km SSE of Pahala, Hawaii",0.62,3,hv
2020-02-12T06:47:31.600Z,36.368,-98.15316667,6.07,1.59,98,55,0.045890995,0.2,ok,ok2020czgo,"22km SSE of Helena, Oklahoma",,41,ok
2020-02-12T06:41:11.025Z,61.1533,-150.0755,93.9,1.3,,,,0.77,ak,ak0201z7xc2q,"11km SW of Anchorage, Alaska",,,ak
2020-02-12T06:40:01.660Z,35.7126667,-117.4998333,6.52,1.15,28,62,0.1296,0.16,ci,ci39299160,"11km SW of Searles Valley, CA",0.19,18,ci
2020-02-12T06:35:05.314Z,62.9306,-148.1032,42.7,3.2,,,,0.65,ak,ak0201z7w1ab,"67km SE of Cantwell, Alaska",,,ak
2020-02-12T06:29:07.800Z,19.2154999,-155.43367,30.88,1.92,25,129,0.04059,0.14,hv,hv71379777,"5km ENE of Pahala, Hawaii",0.68,4,hv
2020-02-12T06:23:49.520Z,17.9778,-66.8736,15,2.6,11,166,0.0062,0.09,pr,pr2020043006,"1km E of Maria Antonia, Puerto Rico",0.7,5,pr
2020-02-12T06:05:48.590Z,35.8601667,-117.6885,2.67,1.18,19,101,0.08065,0.19,ci,ci39299144,"21km ESE of Little Lake, CA",0.29,19,ci
2020-02-12T06:02:40.470Z,19.1814995,-155.4589996,33.46,1.83,37,160,0.07651,0.11,hv,hv71379742,"3km SE of Pahala, Hawaii",0.76,5,hv
2020-02-12T05:55:09.989Z,0.7902,98.9466,81.22,4.5,,98,1.462,0.85,us,us70007nmd,"73km SSW of Padangsidempuan, Indonesia",7.3,18,us
2020-02-12T05:45:33.530Z,34.224,-117.5111667,9.29,1.13,28,44,0.08585,0.17,ci,ci39299128,"4km SSW of Lytle Creek, CA",0.27,32,ci
2020-02-12T05:44:57.330Z,32.8115,-116.1371667,8.39,1.23,22,74,0.03897,0.21,ci,ci39299120,"16km WNW of Ocotillo, CA",0.43,19,ci
2020-02-12T05:43:35.450Z,43.2623333,-110.8928333,3.27,1.38,12,124,0.222,0.22,mb,mb80381509,"9km WSW of Hoback, Wyoming",0.77,6,mb
2020-02-12T05:30:15.890Z,36.5726667,-121.0355,7.88,1.18,16,203,0.006665,0.05,nc,nc73340000,"11km ENE of Pinnacles, CA",0.53,11,nc
2020-02-12T05:27:54.770Z,44.2475,-110.7765,2.82,1.28,13,99,0.03093,0.14,uu,uu60359772,"24km S of Old Faithful Geyser, Wyoming",0.4,8,uu
2020-02-12T05:22:46.606Z,36.9975,-104.8344,8.11,1.2,,120,0.13,0.41,us,us70007r7g,"35km WSW of Trinidad, Colorado",2.5,8,us
2020-02-12T05:21:21.610Z,44.248,-110.7866667,3,1.36,9,100,0.02632,0.08,uu,uu60359767,"23km S of Old Faithful Geyser, Wyoming",0.28,4,uu
2020-02-12T05:18:06.199Z,62.9963,-151.5298,7.5,1.4,,,,0.7,ak,ak0201z76ymj,"104km NW of Talkeetna, Alaska",,,ak
2020-02-12T05:17:00.860Z,44.2486667,-110.7761667,1.59,1.43,7,98,0.03022,0.1,uu,uu60019879,"23km S of Old Faithful Geyser, Wyoming",0.32,3,uu
2020-02-12T05:16:18.870Z,44.2483333,-110.783,2.82,1.19,8,100,0.02743,0.14,uu,uu60019869,"23km S of Old Faithful Geyser, Wyoming",0.37,3,uu
2020-02-12T05:15:59.780Z,44.255,-110.7805,1.97,1.24,6,152,0.02352,0.2,uu,uu60019864,"23km S of Old Faithful Geyser, Wyoming",3.91,3,uu
2020-02-12T05:15:37.690Z,44.2545,-110.7793333,1.83,1.89,6,152,0.02448,0.17,uu,uu60019859,"23km S of Old Faithful Geyser, Wyoming",1.42,3,uu
2020-02-12T05:15:15.960Z,44.2491667,-110.7735,2.9,2.27,14,97,0.03119,0.17,uu,uu60359762,"23km S of Old Faithful Geyser, Wyoming",0.34,5,uu
2020-02-12T05:05:51.970Z,52.0611667,-176.12,3.83,1.26,6,97,0.01773,0.24,av,av62135841,"42km ENE of Adak, Alaska",0.63,6,av
2020-02-12T05:05:51.053Z,58.3162,-148.4916,11,3.4,,,,0.61,ak,ak0201z749dn,"170km SW of Middleton Island, Alaska",,,ak
2020-02-12T04:56:39.680Z,35.5061667,-118.3321667,3.69,0.95,12,87,0.1594,0.15,ci,ci39299104,"17km ESE of Bodfish, CA",0.29,10,ci
2020-02-12T04:56:20.380Z,52.0645,-176.1183333,3.54,1.17,7,103,0.02008,0.24,av,av70869994,"42km ENE of Adak, Alaska",0.6,7,av
2020-02-12T04:54:51.410Z,17.9878,-66.8673,14,2.2,12,143,0.0174,0.14,pr,pr2020043005,"2km SSE of Palomas, Puerto Rico",0.62,1,pr
2020-02-12T04:49:42.590Z,17.9783,-66.8743,11,3.9,13,156,0.0059,0.33,pr,pr2020043004,"1km NE of Yauco, Puerto Rico",1.52,5,pr
2020-02-12T04:49:40.440Z,44.244,-110.7745,1.74,1.33,10,99,0.03455,0.19,uu,uu60359757,"24km S of Old Faithful Geyser, Wyoming",0.68,3,uu
2020-02-12T04:48:40.750Z,18.0213,-66.8626,9,3.7,15,115,0.0491,0.15,pr,pr2020043003,"0km S of Palomas, Puerto Rico",0.63,7,pr
2020-02-12T04:45:19.720Z,44.2536667,-110.7695,2.16,1.07,4,142,0.03054,0.14,uu,uu60019894,"23km SSE of Old Faithful Geyser, Wyoming",1.36,3,uu
2020-02-12T04:45:00.850Z,44.252,-110.7775,3.16,2.01,10,98,0.02715,0.12,uu,uu60359752,"23km S of Old Faithful Geyser, Wyoming",0.32,5,uu
2020-02-12T04:43:54.700Z,44.2485,-110.785,2.6,1.42,6,109,0.0265,0.14,uu,uu60359747,"23km S of Old Faithful Geyser, Wyoming",0.55,3,uu
2020-02-12T04:43:00.410Z,19.3758333,-154.9616667,3.84,1.35,23,223,0.07024,0.18,hv,hv71379677,"11km SSW of Leilani Estates, Hawaii",0.94,12,hv
2020-02-12T04:41:52.760Z,36.7058333,-121.375,3.38,1.2,23,73,0.0821,0.19,nc,nc73339990,"11km SSW of Tres Pinos, CA",0.4,17,nc
2020-02-12T04:40:36.380Z,52.0626667,-176.117,3.53,1.17,6,100,0.02002,0.19,av,av70869964,"42km ENE of Adak, Alaska",0.53,6,av
2020-02-12T04:38:02.660Z,44.2481667,-110.7675,1.55,1.45,12,97,0.03504,0.16,uu,uu60359742,"24km SSE of Old Faithful Geyser, Wyoming",0.58,3,uu
2020-02-12T04:33:30.000Z,17.843,-66.8433,5,3.03,12,236,0.1369,0.16,pr,pr2020043002,"15km SSE of Guanica, Puerto Rico",0.8,6,pr
2020-02-12T04:16:53.480Z,35.7796667,-117.6268333,10.59,1.05,17,106,0.04317,0.14,ci,ci39299088,"18km NNE of Ridgecrest, CA",0.35,13,ci
2020-02-12T04:14:11.450Z,44.2496667,-110.779,2.93,1.32,7,98,0.02812,0.11,uu,uu60359732,"23km S of Old Faithful Geyser, Wyoming",0.39,4,uu
2020-02-12T04:12:08.230Z,44.2475,-110.7773333,2.78,0.96,6,112,0.03055,0.12,uu,uu60359722,"24km S of Old Faithful Geyser, Wyoming",0.37,3,uu
2020-02-12T04:12:01.270Z,44.611,-110.7028333,6.57,0.99,9,172,0.04299,0.17,uu,uu60019934,"19km NNE of Old Faithful Geyser, Wyoming",1,6,uu
2020-02-12T04:09:57.860Z,44.5906667,-110.7063333,5.53,1.02,5,214,0.04745,0.09,uu,uu60359717,"17km NE of Old Faithful Geyser, Wyoming",1.16,3,uu
2020-02-12T04:04:25.431Z,63.0403,-151.3452,0,2,,,,0.68,ak,ak0201z6ik7j,"101km NW of Talkeetna, Alaska",,,ak
2020-02-12T04:03:02.510Z,35.779,-117.616,10.88,1.7,21,118,0.03962,0.14,ci,ci39299072,"18km NNE of Ridgecrest, CA",0.26,26,ci
2020-02-12T04:00:13.560Z,44.2516667,-110.7705,3.93,1.27,7,96,0.03115,0.14,uu,uu60359712,"23km SSE of Old Faithful Geyser, Wyoming",0.38,3,uu
2020-02-12T03:56:02.610Z,44.2445,-110.7773333,2.56,1.1,5,111,0.03291,0.24,uu,uu60019884,"24km S of Old Faithful Geyser, Wyoming",0.71,3,uu
2020-02-12T03:55:32.110Z,44.2155,-110.7523333,2.22,1.37,10,107,0.06697,0.12,uu,uu60359707,"27km SSE of Old Faithful Geyser, Wyoming",0.76,5,uu
2020-02-12T03:33:57.540Z,44.2503333,-110.7708333,3.61,1.05,9,97,0.03181,0.13,uu,uu60359702,"23km S of Old Faithful Geyser, Wyoming",0.39,6,uu
2020-02-12T03:30:24.530Z,44.2413333,-110.7663333,3.15,1.83,10,98,0.0404,0.13,uu,uu60359697,"24km SSE of Old Faithful Geyser, Wyoming",0.41,4,uu
2020-02-12T03:29:06.120Z,44.2475,-110.7846667,1.98,1.02,6,109,0.02748,0.17,uu,uu60019914,"23km S of Old Faithful Geyser, Wyoming",1.39,3,uu
2020-02-12T03:28:16.010Z,44.2386667,-110.7626667,3.31,2.13,14,99,0.04414,0.13,uu,uu60359692,"25km SSE of Old Faithful Geyser, Wyoming",0.52,4,uu
2020-02-12T03:27:04.550Z,44.2485,-110.7835,3.02,1,6,109,0.02709,0.12,uu,uu60019924,"23km S of Old Faithful Geyser, Wyoming",0.41,3,uu
2020-02-12T03:26:22.110Z,44.2456667,-110.7636667,1.67,1.35,12,98,0.03876,0.13,uu,uu60359687,"24km SSE of Old Faithful Geyser, Wyoming",0.74,7,uu
2020-02-12T03:25:32.590Z,19.2024994,-155.4516602,35.75,2.4,51,118,0.04787,0.11,hv,hv71379642,"2km E of Pahala, Hawaii",0.48,28,hv
2020-02-12T03:18:24.310Z,44.233,-110.7665,4.84,2.19,16,85,0.04679,0.27,uu,uu60359682,"25km S of Old Faithful Geyser, Wyoming",0.49,5,uu
2020-02-12T03:18:01.650Z,44.2495,-110.7751667,3.71,1.27,8,98,0.0301,0.09,uu,uu60019839,"23km S of Old Faithful Geyser, Wyoming",0.31,3,uu
2020-02-12T03:12:52.770Z,44.2533333,-110.7753333,2.44,1.06,4,149,0.02741,0.18,uu,uu60019844,"23km S of Old Faithful Geyser, Wyoming",2.04,3,uu
2020-02-12T03:12:34.080Z,44.2353333,-110.767,4.47,2,16,84,0.0447,0.27,uu,uu60359677,"25km S of Old Faithful Geyser, Wyoming",0.5,2,uu
2020-02-12T03:10:47.170Z,44.2455,-110.767,1.81,1.11,11,97,0.0371,0.18,uu,uu60019899,"24km SSE of Old Faithful Geyser, Wyoming",0.53,3,uu
2020-02-12T03:09:18.560Z,44.2418333,-110.7693333,2.06,1.25,10,99,0.03859,0.15,uu,uu60359672,"24km S of Old Faithful Geyser, Wyoming",0.44,5,uu
2020-02-12T03:07:51.380Z,44.2385,-110.7643333,3.52,1.79,15,99,0.04346,0.13,uu,uu60359667,"25km SSE of Old Faithful Geyser, Wyoming",0.46,3,uu
2020-02-12T02:58:46.876Z,62.9037,-149.592,66.3,1.3,,,,0.54,ak,ak0201z5nblb,"63km SSW of Cantwell, Alaska",,,ak
2020-02-12T02:52:15.030Z,51.8568333,-177.7926667,8.36,1.81,10,154,0.04466,0.09,av,av62135806,"24km E of Tanaga Volcano, Alaska",0.54,10,av
2020-02-12T02:48:34.050Z,17.9696,-67.0445,10,2.77,10,213,0.0748,0.08,pr,pr2020043001,"0km SSE of La Parguera, Puerto Rico",0.6,0,pr
2020-02-12T02:38:30.360Z,35.5833333,-117.4025,6.11,1.2,17,152,0.04876,0.18,ci,ci39299032,"20km S of Trona, CA",0.48,17,ci
2020-02-12T02:13:49.250Z,38.7515,-122.713,1.89,1.24,27,100,0.01082,0.04,nc,nc73339960,"3km SW of Anderson Springs, CA",0.22,3,nc
2020-02-12T02:04:00.460Z,19.2183342,-155.4241638,33.08,1.86,41,134,0.0316,0.13,hv,hv71379582,"6km ENE of Pahala, Hawaii",0.58,9,hv
2020-02-12T01:19:45.010Z,18.8945,-155.1805,10.59,2.37,40,258,0.3719,0.13,hv,hv71379532,"48km SE of Pahala, Hawaii",0.73,16,hv
2020-02-12T01:18:13.790Z,36.7173333,-119.358,22.39,2.16,12,167,0.1676,0.14,nc,nc73339925,"10km WSW of Squaw Valley, CA",0.94,20,nc
2020-02-12T01:17:58.870Z,35.7336667,-117.5376667,6.43,1.11,17,158,0.09526,0.18,ci,ci39298976,"13km WSW of Searles Valley, CA",0.48,14,ci
2020-02-12T01:06:29.900Z,33.1885,-116.3275,11.4,2.96,105,19,0.06178,0.19,ci,ci39298968,"9km SSE of Borrego Springs, CA",0.11,124,ci
2020-02-12T00:50:38.200Z,33.1431667,-115.6223333,4.95,1.28,25,61,0.03467,0.18,ci,ci39298952,"10km W of Calipatria, CA",0.2,16,ci
2020-02-12T00:50:09.428Z,36.4924,68.6096,10,4.4,,118,4.757,1.2,us,us70007nje,"34km SW of Kunduz, Afghanistan",8.8,11,us
2020-02-12T00:49:29.670Z,19.1548328,-155.4456635,36.17,1.89,41,206,0.01556,0.11,hv,hv71379507,"6km SSE of Pahala, Hawaii",0.72,5,hv
2020-02-12T00:43:19.540Z,52.6402,171.859,10,4.9,,146,1.369,0.67,us,us70007njd,"92km WSW of Attu Station, Alaska",10.7,373,us
2020-02-12T00:42:16.680Z,32.966,-115.5296667,10.8,1.54,12,95,0.06945,0.21,ci,ci39298944,"1km S of Brawley, CA",0.44,7,ci
2020-02-12T00:25:02.900Z,17.9451,-66.8335,17,2.53,12,209,0.0547,0.22,pr,pr2020043000,"5km SSW of Indios, Puerto Rico",1.25,9,pr
2020-02-12T00:21:40.030Z,33.504,-116.4978333,12.71,1.07,34,59,0.06012,0.22,ci,ci39298912,"17km ESE of Anza, CA",0.29,28,ci
2020-02-12T00:08:07.680Z,37.6555,-118.8713333,3.12,1.34,20,90,0.02308,0.07,nc,nc73339900,"10km ENE of Mammoth Lakes, CA",0.31,17,nc
2020-02-11T23:59:09.950Z,36.0741667,-117.8568333,1.45,0.95,12,159,0.04335,0.18,ci,ci39298872,"9km ENE of Coso Junction, CA",0.47,12,ci
2020-02-11T23:51:33.010Z,64.8412,-147.2941,17,1.5,,,,0.58,ak,ak0201xukjn1,"10km NNE of North Pole, Alaska",,,ak
2020-02-11T23:32:48.360Z,33.1463333,-115.6238333,4.01,1.31,16,82,0.0318,0.13,ci,ci39298808,"10km WNW of Calipatria, CA",0.22,10,ci
2020-02-11T23:27:25.310Z,64.856,-147.3015,13.5,1,,,,0.43,ak,ak0201xufdxv,"11km N of North Pole, Alaska",,,ak
2020-02-11T23:26:17.650Z,36.7176667,-121.3618333,3.25,2.14,37,85,0.08274,0.1,nc,nc73339875,"9km SSW of Tres Pinos, CA",0.23,24,nc
2020-02-11T23:22:32.510Z,20.1038333,-155.4131667,12.67,1.92,41,223,0.2769,0.14,hv,hv71379422,"6km ENE of Honoka'a, Hawaii",0.91,20,hv
2020-02-11T23:19:43.010Z,36.7178333,-121.3625,2.34,1.22,21,103,0.0822,0.09,nc,nc73339865,"9km SSW of Tres Pinos, CA",0.35,15,nc
2020-02-11T23:03:42.660Z,40.1535,-123.8305,23.81,2.06,21,68,0.05709,0.15,nc,nc73339850,"4km N of Redway, CA",0.49,16,nc
2020-02-11T22:54:32.270Z,17.9495,-66.948,11,2.85,8,217,0.0734,0.15,pr,pr2020042021,"4km WSW of Guanica, Puerto Rico",0.93,0,pr
2020-02-11T22:47:01.565Z,62.2599,-151.3507,90.5,1.6,,,,0.56,ak,ak0201xty6to,"64km W of Talkeetna, Alaska",,,ak
2020-02-11T22:29:59.155Z,-20.9434,-70.7734,10,4,,187,0.9,0.83,us,us70007ngw,"103km SW of Iquique, Chile",4,41,us
2020-02-11T22:22:38.897Z,60.4591,-142.9385,7.8,1.5,,,,1,ak,ak0201xtswsx,"52km NNW of Cape Yakataga, Alaska",,,ak
2020-02-11T22:11:03.650Z,35.0455,-117.6701667,0.29,1.71,24,59,0.1129,0.22,ci,ci39298712,"6km NNW of Boron, CA",0.46,28,ci
2020-02-11T22:09:08.560Z,17.9485,-66.9518,11,3.38,12,214,0.0773,0.18,pr,pr2020042020,"4km SSW of Guanica, Puerto Rico",0.94,7,pr
2020-02-11T22:07:56.294Z,62.9186,-148.2399,57,1.9,,,,0.9,ak,ak0201xtpqe6,"63km SE of Cantwell, Alaska",,,ak
2020-02-11T22:07:49.340Z,36.52866667,-98.98833333,8.01,1.49,20,121,0.047690641,0.12,ok,ok2020cypl,"21km ENE of Mooreland, Oklahoma",,8,ok
2020-02-11T22:06:53.370Z,37.5906667,-119.0123333,1.53,1.02,18,122,0.02303,0.06,nc,nc73339825,"6km SSW of Mammoth Lakes, CA",0.21,17,nc
2020-02-11T22:04:44.920Z,19.2121658,-155.4341736,37.37,2.3,35,187,0.04285,0.11,hv,hv71379337,"4km E of Pahala, Hawaii",0.84,7,hv
2020-02-11T21:42:43.476Z,-20.9359,-70.7684,10,4.6,,139,0.899,1.25,us,us70007nev,"102km SW of Iquique, Chile",4,47,us
2020-02-11T21:39:00.857Z,65.0417,-149.7388,12.8,1.2,,,,0.47,ak,ak0201xtb1f1,"42km E of Manley Hot Springs, Alaska",,,ak
2020-02-11T21:31:14.580Z,17.9325,-66.9543,10,3.6,12,221,0.0863,0.22,pr,pr2020042018,"13km SSW of Guanica, Puerto Rico",1.37,7,pr
2020-02-11T21:21:16.640Z,17.8956,-66.7921,10,2.51,10,233,0.1179,0.06,pr,pr2020042019,"11km SSE of Indios, Puerto Rico",0.76,6,pr
2020-02-11T21:16:53.430Z,33.6946667,-116.7133333,17.49,1.45,50,36,0.01647,0.19,ci,ci39298664,"5km S of Idyllwild, CA",0.23,27,ci
2020-02-11T21:04:16.649Z,4.5291,83.4764,10,4.7,,101,3.878,1.03,us,us70007ndd,North Indian Ocean,8.9,45,us
2020-02-11T20:35:40.450Z,35.6686667,-117.4858333,4.47,1.45,19,108,0.08422,0.17,ci,ci39298608,"13km SW of Searles Valley, CA",0.36,21,ci
2020-02-11T20:34:31.150Z,38.7573333,-122.9363333,5.8,1.04,46,143,0.06254,0.04,nc,nc73339785,"9km SE of Cloverdale, CA",0.27,4,nc
2020-02-11T20:28:04.826Z,61.0113,-150.7861,39.5,1.6,,,,0.31,ak,ak0201xsn9dm,"45km NE of Nikiski, Alaska",,,ak
2020-02-11T20:23:50.760Z,17.8855,-66.8546,9,2.74,10,241,0.0929,0.12,pr,pr2020042017,"12km SSE of Maria Antonia, Puerto Rico",0.77,6,pr
2020-02-11T20:22:10.920Z,38.843,-122.7595,0.97,1.25,35,135,0.006324,0.04,nc,nc73339775,"4km NW of Cobb, CA",0.21,4,nc
2020-02-11T20:21:27.930Z,38.8455009,-122.7594986,0.61,0.96,12,167,0.01351,0.03,nc,nc73339765,"4km NW of Cobb, CA",0.35,2,nc
2020-02-11T20:15:44.310Z,38.8435,-122.7571667,1.32,2.58,66,46,0.007216,0.07,nc,nc73339740,"4km NW of Cobb, CA",0.12,42,nc
2020-02-11T20:15:33.299Z,36.52983333,-98.98616667,7.8,1.67,22,135,0.048590465,0.09,ok,ok2020cyls,"22km ENE of Mooreland, Oklahoma",,5,ok
2020-02-11T20:15:32.190Z,19.1720009,-155.4743347,32.29,2.08,44,156,0.02014,0.12,hv,hv71379252,"3km S of Pahala, Hawaii",0.61,14,hv
2020-02-11T20:14:51.328Z,36.9969,-104.8431,5,1.7,,77,0.133,0.41,us,us70007r78,"35km WSW of Trinidad, Colorado",1.3,8,us
2020-02-11T20:08:02.900Z,37.5403333,-118.9268333,3.81,1.16,23,109,0.07224,0.06,nc,nc73339735,"12km SSE of Mammoth Lakes, CA",0.26,18,nc
2020-02-11T20:05:33.670Z,35.6498333,-117.5538333,11.12,1.5,19,135,0.09781,0.15,ci,ci39298592,"12km ENE of Ridgecrest, CA",0.29,23,ci
2020-02-11T20:00:53.380Z,34.9961667,-118.1881667,-0.82,1.11,16,53,0.1217,0.2,ci,ci37434325,"6km SSW of Mojave, CA",0.47,18,ci
2020-02-11T19:49:38.600Z,39.3988333,-111.0708333,1.38,1.59,10,110,0.08669,0.05,uu,uu60359642,"12km NW of Huntington, Utah",0.51,9,uu
2020-02-11T19:41:31.330Z,19.2070007,-155.4208374,32.11,1.96,38,150,0.03751,0.11,hv,hv71379242,"6km E of Pahala, Hawaii",0.59,9,hv
2020-02-11T19:32:43.096Z,59.8383,-153.0148,100.3,2.1,,,,0.75,ak,ak0201xs2rh1,"66km W of Anchor Point, Alaska",,,ak
2020-02-11T19:28:44.330Z,18.8285,-155.2223333,8.79,1.65,30,272,0.3965,0.09,hv,hv71379217,"49km SSE of Pahala, Hawaii",1.04,12,hv
2020-02-11T19:19:22.290Z,19.2263336,-155.4108276,31.32,2.16,51,138,0.01679,0.12,hv,hv71379212,"7km NE of Pahala, Hawaii",0.45,5,hv
2020-02-11T19:18:39.579Z,63.2225,-151.13,0,1.6,,,,0.84,ak,ak0201xrzr4c,"110km W of Cantwell, Alaska",,,ak
2020-02-11T19:14:50.550Z,19.207,-155.3971667,31.7,1.69,46,164,0.03034,0.1,hv,hv71379207,"8km E of Pahala, Hawaii",0.49,19,hv
2020-02-11T19:14:33.203Z,37.8626,140.2131,105.36,4.5,,116,2.049,1.41,us,us70007nac,"10km SE of Yonezawa, Japan",8,122,us
2020-02-11T19:12:49.330Z,45.1836667,-112.428,-2,1.48,7,106,0.215,0.19,mb,mb80381444,"16km ESE of Dillon, Montana",0.78,3,mb
2020-02-11T19:00:12.250Z,36.8878333,-121.612,3.25,1.68,24,68,0.03417,0.11,nc,nc73338351,"3km E of Aromas, CA",0.29,15,nc
2020-02-11T18:54:41.385Z,61.3564,-147.7673,19.9,1.6,,,,1.23,ak,ak0201xrm1he,"69km ESE of Lazy Mountain, Alaska",,,ak
2020-02-11T18:51:45.140Z,19.2486668,-155.3973389,31.94,1.86,45,100,0.01111,0.13,hv,hv71379197,"9km ENE of Pahala, Hawaii",0.59,15,hv
2020-02-11T18:46:46.280Z,18.909,-155.1831667,11.43,2.7,45,255,0.3602,0.11,hv,hv71379187,"48km SE of Pahala, Hawaii",0.73,26,hv
2020-02-11T18:46:29.546Z,63.1352,-151.4946,10,1.6,,,,1.13,ak,ak0201xrkaui,"114km NW of Talkeetna, Alaska",,,ak
2020-02-11T18:41:46.330Z,18.9015,-155.1693333,10.18,2.28,43,276,0.3748,0.11,hv,hv71379182,"36km SE of Pahala, Hawaii",0.62,11,hv
2020-02-11T18:37:39.400Z,34.2938333,-117.49,11.27,1.81,53,33,0.05117,0.15,ci,ci39298520,"4km NNE of Lytle Creek, CA",0.16,47,ci
2020-02-11T18:36:32.793Z,61.3534,-150.1205,23.2,2.4,,,,0.72,ak,ak0201xri5yu,"17km SSW of Big Lake, Alaska",,,ak
2020-02-11T18:32:08.230Z,17.8661,-66.8753,8,2.4,11,233,0.1091,0.2,pr,pr2020042016,"12km SSE of Guanica, Puerto Rico",0.65,7,pr
2020-02-11T18:29:51.720Z,19.2600002,-155.3926697,32.21,2.47,54,108,0.02284,0.11,hv,hv71379177,"8km NE of Pahala, Hawaii",0.49,4,hv
2020-02-11T18:19:30.720Z,38.8310013,-122.8183365,1.79,1.08,23,49,0.009967,0.04,nc,nc73338321,"8km NW of The Geysers, CA",0.2,3,nc
2020-02-11T18:06:47.600Z,32.7905,-116.0081667,10.45,1.2,23,57,0.04385,0.16,ci,ci39298512,"6km NNW of Ocotillo, CA",0.25,8,ci
